Site_Name,Latitude,Longitude,Category,Country,Region
Historic Centre of Saint Petersburg and Related Groups of Monuments,59.95,30.31833,Cultural,Russian Federation,Europe and North America
Kizhi Pogost,62.06758333,35.22436111,Cultural,Russian Federation,Europe and North America
"Kremlin and Red Square, Moscow",55.75402778,37.62041667,Cultural,Russian Federation,Europe and North America
Historic Monuments of Novgorod and Surroundings,58.53333,31.28333,Cultural,Russian Federation,Europe and North America
Cultural and Historic Ensemble of the Solovetsky Islands,65.08333333,35.66666667,Cultural,Russian Federation,Europe and North America
White Monuments of Vladimir and Suzdal,56.15,40.41666667,Cultural,Russian Federation,Europe and North America
"Church of the Ascension, Kolomenskoye",55.65556,37.67389,Cultural,Russian Federation,Europe and North America
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,56.31035,38.1312,Cultural,Russian Federation,Europe and North America
Virgin Komi Forests,63.62583333,58.9525,Natural,Russian Federation,Europe and North America
Lake Baikal,53.17361111,107.6625,Natural,Russian Federation,Europe and North America
Volcanoes of Kamchatka,56.33333333,158.5,Natural,Russian Federation,Europe and North America
Central Sikhote-Alin,46.68333333,136.6611111,Natural,Russian Federation,Europe and North America
Golden Mountains of Altai,50.46666667,86.0,Natural,Russian Federation,Europe and North America
Western Caucasus,44.0,40.0,Natural,Russian Federation,Europe and North America
Historic and Architectural Complex of the Kazan Kremlin,55.79945266,49.10646024,Cultural,Russian Federation,Europe and North America
Bolgar Historical and Archaeological Complex,54.97888889,49.05638889,Cultural,Russian Federation,Europe and North America
Ensemble of the Ferapontov Monastery,59.95,38.56666667,Cultural,Russian Federation,Europe and North America
Natural System of Wrangel Island Reserve,71.18888889,-179.7152778,Natural,Russian Federation,Europe and North America
"Citadel, Ancient City and Fortress Buildings of Derbent",42.05583333,48.28277778,Cultural,Russian Federation,Europe and North America
Ensemble of the Novodevichy Convent,55.72611111,37.55508333,Cultural,Russian Federation,Europe and North America
Historical Centre of the City of Yaroslavl,57.65278,39.87611,Cultural,Russian Federation,Europe and North America
Putorana Plateau,69.04694444,94.15805556,Natural,Russian Federation,Europe and North America
Lena Pillars Nature Park,60.66666667,127.0,Natural,Russian Federation,Europe and North America
Churches of the Pskov School of Architecture,57.80719444,28.32855556,Cultural,Russian Federation,Europe and North America
Assumption Cathedral and Monastery of the town-island of Sviyazhsk,55.77027778,48.65277778,Cultural,Russian Federation,Europe and North America
Petroglyphs of Lake Onega and the White Sea,61.7299,36.01263889,Cultural,Russian Federation,Europe and North America
Astronomical Observatories of Kazan Federal University,55.79090833,49.11909722,Cultural,Russian Federation,Europe and North America
Cultural Landscape of Kenozero Lake,61.928,38.17261111,Cultural,Russian Federation,Europe and North America
Rock Paintings of Shulgan-Tash Cave,53.04944444,57.07202778,Cultural,Russian Federation,Europe and North America
"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",-2.455527778,29.56772222,Cultural,Rwanda,Africa
Nyungwe National Park,-2.5553,29.24733333,Natural,Rwanda,Africa
Brimstone Hill Fortress National Park,17.34694,-62.83722,Cultural,Saint Kitts and Nevis,Latin America and the Caribbean
Pitons Management Area,13.80708333,-61.07036111,Natural,Saint Lucia,Latin America and the Caribbean
San Marino Historic Centre and Mount Titano,43.93277778,12.45194444,Cultural,San Marino,Europe and North America
Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),26.78361111,37.955,Cultural,Saudi Arabia,Arab States
At-Turaif District in ad-Dir'iyah,24.73413333,46.57246667,Cultural,Saudi Arabia,Arab States
"Historic Jeddah, the Gate to Makkah",21.48388889,39.1875,Cultural,Saudi Arabia,Arab States
Rock Art in the Hail Region of Saudi Arabia,28.01055556,40.91305556,Cultural,Saudi Arabia,Arab States
"Al-Ahsa Oasis, an Evolving Cultural Landscape",25.40216667,49.63056944,Cultural,Saudi Arabia,Arab States
Ḥimā Cultural Area,18.31671111,44.54533611,Cultural,Saudi Arabia,Arab States
‘Uruq Bani Ma’arid,19.36388889,45.59833333,Natural,Saudi Arabia,Arab States
The Cultural Landscape of Al-Faw Archaeological Area,19.76491667,45.16338889,Cultural,Saudi Arabia,Arab States
Djoudj National Bird Sanctuary,16.414602,-16.237906,Natural,Senegal,Africa
Island of Gorée,14.66722,-17.40083,Cultural,Senegal,Africa
Niokolo-Koba National Park,12.841271,-12.899781,Natural,Senegal,Africa
Island of Saint-Louis,16.02778,-16.50444,Cultural,Senegal,Africa
Saloum Delta,13.83527778,-16.49861111,Cultural,Senegal,Africa
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",12.59333333,-12.84583333,Cultural,Senegal,Africa
Stari Ras and Sopoćani,43.11889,20.42278,Cultural,Serbia,Europe and North America
Studenica Monastery,43.48652778,20.53166667,Cultural,Serbia,Europe and North America
Medieval Monuments in Kosovo,42.66111111,20.26555556,Cultural,Serbia,Europe and North America
"Gamzigrad-Romuliana, Palace of Galerius",43.89930556,22.18611111,Cultural,Serbia,Europe and North America
Aldabra Atoll,-9.416666667,46.41666667,Natural,Seychelles,Africa
Vallée de Mai Nature Reserve,-4.331,55.738,Natural,Seychelles,Africa
Gola-Tiwai Complex,7.541166667,-11.34788889,Natural,Sierra Leone,Africa
Singapore Botanic Gardens,1.315277778,103.8161111,Cultural,Singapore,Asia and the Pacific
Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,48.46111,18.9,Cultural,Slovakia,Europe and North America
"Levoča, Spišský Hrad and the Associated Cultural Monuments",48.99944444,20.7675,Cultural,Slovakia,Europe and North America
Vlkolínec,49.03916667,19.27833333,Cultural,Slovakia,Europe and North America
Bardejov Town Conservation Reserve,49.29277778,21.27555556,Cultural,Slovakia,Europe and North America
Wooden Churches of the Slovak part of the Carpathian Mountain Area,49.33611111,19.55833333,Cultural,Slovakia,Europe and North America
Škocjan Caves,45.66667,14.0,Natural,Slovenia,Europe and North America
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,46.04333333,14.50222222,Cultural,Slovenia,Europe and North America
East Rennell,-11.68333,160.33333,Natural,Solomon Islands,Asia and the Pacific
Fossil Hominid Sites of South Africa,-24.15861,29.17694,Cultural,South Africa,Africa
Robben Island,-33.8,18.36666667,Cultural,South Africa,Africa
Cape Floral Region Protected Areas,-34.35580512,18.47503218,Natural,South Africa,Africa
Mapungubwe Cultural Landscape,-22.1925,29.23889,Cultural,South Africa,Africa
Vredefort Dome,-26.86,27.26,Natural,South Africa,Africa
Richtersveld Cultural and Botanical Landscape,-28.6,17.20388889,Cultural,South Africa,Africa
ǂKhomani Cultural Landscape,-25.68761111,20.37458333,Cultural,South Africa,Africa
Barberton Makhonjwa Mountains,-25.97388889,31.01388889,Natural,South Africa,Africa
"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",-25.74069167,28.21179167,Cultural,South Africa,Africa
The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,-32.38638889,18.4525,Cultural,South Africa,Africa
Cave of Altamira and Paleolithic Cave Art of Northern Spain,43.38252778,-4.116166667,Cultural,Spain,Europe and North America
Old Town of Segovia and its Aqueduct,40.94847222,-4.11675,Cultural,Spain,Europe and North America
Monuments of Oviedo and the Kingdom of the Asturias,43.36262,-5.84303,Cultural,Spain,Europe and North America
Historic Centre of Cordoba,37.87919444,-4.779722222,Cultural,Spain,Europe and North America
"Alhambra, Generalife and Albayzín, Granada",37.17677778,-3.589916667,Cultural,Spain,Europe and North America
Burgos Cathedral,42.34073333,-3.704011111,Cultural,Spain,Europe and North America
"Monastery and Site of the Escurial, Madrid",40.58911111,-4.14775,Cultural,Spain,Europe and North America
Works of Antoni Gaudí,41.41338,2.152972,Cultural,Spain,Europe and North America
Santiago de Compostela (Old Town),42.88076,-8.54468,Cultural,Spain,Europe and North America
Old Town of Ávila with its Extra-Muros Churches,40.65645,-4.70012,Cultural,Spain,Europe and North America
Mudejar Architecture of Aragon,40.34389,-1.10722,Cultural,Spain,Europe and North America
Historic City of Toledo,39.85694444,-4.024444444,Cultural,Spain,Europe and North America
Garajonay National Park,28.12625,-17.23722222,Natural,Spain,Europe and North America
Old City of Salamanca,40.96525,-5.6645,Cultural,Spain,Europe and North America
"Cathedral, Alcázar and Archivo de Indias in Seville",37.38384,-5.99155,Cultural,Spain,Europe and North America
Old Town of Cáceres,39.47444,-6.37,Cultural,Spain,Europe and North America
"Ibiza, Biodiversity and Culture",38.91113889,1.435194444,Mixed,Spain,Europe and North America
Poblet Monastery,41.38083,1.0825,Cultural,Spain,Europe and North America
Renaissance Monumental Ensembles of Úbeda and Baeza,38.01131,-3.37122,Cultural,Spain,Europe and North America
Archaeological Ensemble of Mérida,38.91611,-6.33778,Cultural,Spain,Europe and North America
Royal Monastery of Santa María de Guadalupe,39.45285,-5.3275,Cultural,Spain,Europe and North America
Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,43.335,-6.414722222,Cultural,Spain,Europe and North America
Doñana National Park,36.9477,-6.358861,Natural,Spain,Europe and North America
Historic Walled Town of Cuenca,40.07662,-2.13174,Cultural,Spain,Europe and North America
La Lonja de la Seda de Valencia,39.47441667,-0.378444444,Cultural,Spain,Europe and North America
Las Médulas,42.46939,-6.77075,Cultural,Spain,Europe and North America
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",41.38778,2.175,Cultural,Spain,Europe and North America
San Millán Yuso and Suso Monasteries,42.32586,-2.86496,Cultural,Spain,Europe and North America
Rock Art of the Mediterranean Basin on the Iberian Peninsula,39.78995,-1.03331,Cultural,Spain,Europe and North America
Archaeological Ensemble of Tarraco,41.11472222,1.259305556,Cultural,Spain,Europe and North America
University and Historic Precinct of Alcalá de Henares,40.48138889,-3.368055556,Cultural,Spain,Europe and North America
San Cristóbal de La Laguna,28.47788889,-16.31177778,Cultural,Spain,Europe and North America
Palmeral of Elche,38.26666667,-0.716666667,Cultural,Spain,Europe and North America
Roman Walls of Lugo,43.01064079,-7.553069941,Cultural,Spain,Europe and North America
Catalan Romanesque Churches of the Vall de Boí,42.50472222,0.803611111,Cultural,Spain,Europe and North America
Archaeological Site of Atapuerca,42.34972222,-3.515277778,Cultural,Spain,Europe and North America
Aranjuez Cultural Landscape,40.03645,-3.60934,Cultural,Spain,Europe and North America
Vizcaya Bridge,43.323175,-3.016833333,Cultural,Spain,Europe and North America
Teide National Park,28.27138889,-16.64361111,Natural,Spain,Europe and North America
Tower of Hercules,43.38583333,-8.406388889,Cultural,Spain,Europe and North America
Cultural Landscape of the Serra de Tramuntana,39.73083333,2.694722222,Cultural,Spain,Europe and North America
Antequera Dolmens Site,37.025,-4.544444444,Cultural,Spain,Europe and North America
Talayotic Menorca,39.9975,3.908888889,Cultural,Spain,Europe and North America
Caliphate City of Medina Azahara,37.88588889,-4.867694444,Cultural,Spain,Europe and North America
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,28.04438889,-15.66119444,Cultural,Spain,Europe and North America
"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",40.41533333,-3.687055556,Cultural,Spain,Europe and North America
Sacred City of Anuradhapura,8.333333333,80.38333333,Cultural,Sri Lanka,Asia and the Pacific
Ancient City of Polonnaruwa,7.915833333,81.00055556,Cultural,Sri Lanka,Asia and the Pacific
Ancient City of Sigiriya,7.95,80.75,Cultural,Sri Lanka,Asia and the Pacific
Sinharaja Forest Reserve,6.416666667,80.5,Natural,Sri Lanka,Asia and the Pacific
Sacred City of Kandy,7.293611111,80.64027778,Cultural,Sri Lanka,Asia and the Pacific
Old Town of Galle and its Fortifications,6.028051,80.216346,Cultural,Sri Lanka,Asia and the Pacific
Rangiri Dambulla Cave Temple,7.856666667,80.64916667,Cultural,Sri Lanka,Asia and the Pacific
Central Highlands of Sri Lanka,7.45245,80.8021,Natural,Sri Lanka,Asia and the Pacific
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",31.70435278,35.2075,Cultural,State of Palestine,Arab States
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",31.71638889,35.15888889,Cultural,State of Palestine,Arab States
Hebron/Al-Khalil Old Town,31.52444444,35.10833333,Cultural,State of Palestine,Arab States
Ancient Jericho/Tell es-Sultan,31.87130556,35.44405556,Cultural,State of Palestine,Arab States
Saint Hilarion Monastery/ Tell Umm Amer,31.44730556,34.36636111,Cultural,State of Palestine,Arab States
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,19.73611111,37.44305556,Natural,Sudan,Arab States
Gebel Barkal and the Sites of the Napatan Region,18.537,31.82802778,Cultural,Sudan,Arab States
Archaeological Sites of the Island of Meroe,16.93333333,33.71666667,Cultural,Sudan,Arab States
Historic Inner City of Paramaribo,5.82611,-55.15,Cultural,Suriname,Latin America and the Caribbean
Central Suriname Nature Reserve,4.0,-56.5,Natural,Suriname,Latin America and the Caribbean
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,5.431111111,-54.98266667,Cultural,Suriname,Latin America and the Caribbean
Birka and Hovgården,59.33514,17.54264,Cultural,Sweden,Europe and North America
Engelsberg Ironworks,59.97,16.01,Cultural,Sweden,Europe and North America
Rock Carvings in Tanum,58.70111,11.34111,Cultural,Sweden,Europe and North America
Skogskyrkogården,59.27556,18.09944,Cultural,Sweden,Europe and North America
Royal Domain of Drottningholm,59.32306,17.88333,Cultural,Sweden,Europe and North America
Hanseatic Town of Visby,57.64167,18.29583,Cultural,Sweden,Europe and North America
"Church Town of Gammelstad, Luleå",65.64611,22.02861,Cultural,Sweden,Europe and North America
Laponian Area,67.33333,17.58333,Mixed,Sweden,Europe and North America
Naval Port of Karlskrona,56.16667,15.58333,Cultural,Sweden,Europe and North America
Agricultural Landscape of Southern Öland,56.325,16.48333,Cultural,Sweden,Europe and North America
Mining Area of the Great Copper Mountain in Falun,60.60472,15.63083,Cultural,Sweden,Europe and North America
"Grimeton Radio Station, Varberg",57.1,12.38333333,Cultural,Sweden,Europe and North America
Decorated Farmhouses of Hälsingland,61.70722222,16.19583333,Cultural,Sweden,Europe and North America
Old City of Berne,46.94806,7.45028,Cultural,Switzerland,Europe and North America
Abbey of St Gall,47.42333,9.37778,Cultural,Switzerland,Europe and North America
Benedictine Convent of St John at Müstair,46.62945,10.44765,Cultural,Switzerland,Europe and North America
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",46.19314,9.02242,Cultural,Switzerland,Europe and North America
Swiss Alps Jungfrau-Aletsch,46.5,8.033333333,Natural,Switzerland,Europe and North America
Swiss Tectonic Arena Sardona,46.91666667,9.25,Natural,Switzerland,Europe and North America
"Lavaux, Vineyard Terraces",46.49194444,6.746111111,Cultural,Switzerland,Europe and North America
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",47.10388889,6.832777778,Cultural,Switzerland,Europe and North America
Ancient City of Damascus,33.51083333,36.30972222,Cultural,Syrian Arab Republic,Arab States
Ancient City of Aleppo,36.19916667,37.16277778,Cultural,Syrian Arab Republic,Arab States
Ancient City of Bosra,32.51916667,36.48416667,Cultural,Syrian Arab Republic,Arab States
Site of Palmyra,34.55416667,38.26666667,Cultural,Syrian Arab Republic,Arab States
Crac des Chevaliers and Qal’at Salah El-Din,34.75666667,36.29444444,Cultural,Syrian Arab Republic,Arab States
Ancient Villages of Northern Syria,36.33416667,36.84416667,Cultural,Syrian Arab Republic,Arab States
Proto-urban Site of Sarazm,39.50788889,67.45872222,Cultural,Tajikistan,Asia and the Pacific
Tajik National Park (Mountains of the Pamirs),38.765,72.30527778,Natural,Tajikistan,Asia and the Pacific
Cultural Heritage Sites of Ancient Khuttal,37.74439361,69.29871278,Cultural,Tajikistan,Asia and the Pacific
Tugay forests of the Tigrovaya Balka Nature Reserve,37.20472222,68.34138889,Natural,Tajikistan,Asia and the Pacific
Historic Town of Sukhothai and Associated Historic Towns,17.00722,99.78972,Cultural,Thailand,Asia and the Pacific
Ban Chiang Archaeological Site,17.407772,103.237589,Cultural,Thailand,Asia and the Pacific
Historic City of Ayutthaya,14.34778,100.56056,Cultural,Thailand,Asia and the Pacific
Dong Phayayen-Khao Yai Forest Complex,14.33,102.05,Natural,Thailand,Asia and the Pacific
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,15.33333,98.91667,Natural,Thailand,Asia and the Pacific
Kaeng Krachan Forest Complex,12.86566667,99.40016667,Natural,Thailand,Asia and the Pacific
"Phu Phrabat, a testimony to the Sīma stone tradition of the Dvaravati period",17.73105833,102.3562667,Cultural,Thailand,Asia and the Pacific
The Ancient Town of Si Thep and its Associated Dvaravati Monuments,15.46581667,101.1511139,Cultural,Thailand,Asia and the Pacific
Ichkeul National Park,37.16361,9.67472,Natural,Tunisia,Arab States
Medina of Tunis,36.81667,10.16667,Cultural,Tunisia,Arab States
Archaeological Site of Carthage,36.85278,10.32333,Cultural,Tunisia,Arab States
Amphitheatre of El Jem,35.29639,10.70694,Cultural,Tunisia,Arab States
Punic Town of Kerkuane and its Necropolis,36.94639,11.09917,Cultural,Tunisia,Arab States
Medina of Sousse,35.82778,10.63861,Cultural,Tunisia,Arab States
Kairouan,35.68167,10.10389,Cultural,Tunisia,Arab States
Dougga / Thugga,36.42361,9.22028,Cultural,Tunisia,Arab States
Djerba: Testimony to a settlement pattern in an island territory,33.79241944,11.00395833,Cultural,Tunisia,Arab States
Historic Areas of Istanbul,41.00847,28.97993,Cultural,Türkiye,Europe and North America
Göreme National Park and the Rock Sites of Cappadocia,38.66667,34.85,Mixed,Türkiye,Europe and North America
Great Mosque and Hospital of Divriği,39.371271,38.121826,Cultural,Türkiye,Europe and North America
Hattusha: the Hittite Capital,40.01389,34.62056,Cultural,Türkiye,Europe and North America
Nemrut Dağ,38.03661,38.76369,Cultural,Türkiye,Europe and North America
Xanthos-Letoon,36.335,29.32028,Cultural,Türkiye,Europe and North America
Hierapolis-Pamukkale,37.92389,29.12333,Mixed,Türkiye,Europe and North America
City of Safranbolu,41.26,32.68972,Cultural,Türkiye,Europe and North America
Archaeological Site of Troy,39.95644,26.239,Cultural,Türkiye,Europe and North America
Ephesus,37.92916667,27.35944444,Cultural,Türkiye,Europe and North America
Selimiye Mosque and its Social Complex,41.67777778,26.55944444,Cultural,Türkiye,Europe and North America
Neolithic Site of Çatalhöyük,37.66666667,32.82805556,Cultural,Türkiye,Europe and North America
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,40.18473056,29.06233611,Cultural,Türkiye,Europe and North America
Pergamon and its Multi-Layered Cultural Landscape,39.12583333,27.18,Cultural,Türkiye,Europe and North America
Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,37.9031,40.23930833,Cultural,Türkiye,Europe and North America
Archaeological Site of Ani,40.5,43.56666667,Cultural,Türkiye,Europe and North America
Aphrodisias,37.70833333,28.72361111,Cultural,Türkiye,Europe and North America
Göbekli Tepe,37.22324194,38.92236389,Cultural,Türkiye,Europe and North America
Arslantepe Mound,38.3822,38.36109167,Cultural,Türkiye,Europe and North America
Gordion,39.64333333,31.98611111,Cultural,Türkiye,Europe and North America
Wooden Hypostyle Mosques of Medieval Anatolia,38.75503611,30.529575,Cultural,Türkiye,Europe and North America
Sardis and the Lydian Tumuli of Bin Tepe,38.48194444,28.04527778,Cultural,Türkiye,Europe and North America
State Historical and Cultural Park “Ancient Merv”,37.70083,62.1775,Cultural,Turkmenistan,Asia and the Pacific
Kunya-Urgench,42.18318,59.08494,Cultural,Turkmenistan,Asia and the Pacific
Parthian Fortresses of Nisa,37.99972222,58.19861111,Cultural,Turkmenistan,Asia and the Pacific
Bwindi Impenetrable National Park,-1.047,29.692,Natural,Uganda,Africa
Rwenzori Mountains National Park,0.223611111,29.92416667,Natural,Uganda,Africa
Tombs of Buganda Kings at Kasubi,0.348611111,32.55138889,Cultural,Uganda,Africa
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",50.45258,30.51686,Cultural,Ukraine,Europe and North America
L'viv – the Ensemble of the Historic Centre,49.84163,24.03198,Cultural,Ukraine,Europe and North America
Residence of Bukovinian and Dalmatian Metropolitans,48.29666667,25.92472222,Cultural,Ukraine,Europe and North America
Ancient City of Tauric Chersonese and its Chora,44.61083333,33.49138889,Cultural,Ukraine,Europe and North America
The Historic Centre of Odesa,46.48645,30.74161389,Cultural,Ukraine,Europe and North America
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",24.06777778,55.80638889,Cultural,United Arab Emirates,Arab States
Faya Palaeolandscape,25.08280556,55.80658333,Cultural,United Arab Emirates,Arab States
Giant's Causeway and Causeway Coast,55.24083333,-6.511666667,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Durham Castle and Cathedral,54.77472222,-1.576111111,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Ironbridge Gorge,52.62638889,-2.472777778,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Studley Royal Park including the Ruins of Fountains Abbey,54.11611111,-1.573055556,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Stonehenge, Avebury and Associated Sites",51.17888889,-1.825277778,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Castles and Town Walls of King Edward in Gwynedd,53.13972222,-4.276944444,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
St Kilda,57.81722222,-8.576666667,Mixed,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The English Lake District,54.47661111,-3.082416667,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Blenheim Palace,51.84194444,-1.361388889,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,51.499,-0.127,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
City of Bath,51.38130556,-2.359055556,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
New Lanark,55.66333333,-3.783055556,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Henderson Island,-24.36666667,-128.3333333,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Tower of London,51.50805556,-0.076111111,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",51.28,1.083333333,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Heart of Neolithic Orkney,58.99605556,-3.188666667,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Old and New Towns of Edinburgh,55.95,-3.216666667,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Gough and Inaccessible Islands,-40.32472222,-9.928611111,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Maritime Greenwich,51.48116667,-0.003777778,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Historic Town of St George and Related Fortifications, Bermuda",32.37944444,-64.67777778,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Blaenavon Industrial Landscape,51.77638889,-3.088055556,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Saltaire,53.83916667,-1.788333333,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Dorset and East Devon Coast,50.70555556,-2.989888889,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Derwent Valley Mills,53.02888889,-1.488055556,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
"Royal Botanic Gardens, Kew",51.48194444,-0.294027778,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Cornwall and West Devon Mining Landscape,50.13611111,-5.383611111,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Pontcysyllte Aqueduct and Canal,52.97027778,-3.087777778,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The Forth Bridge,56.00111111,-3.388888889,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Gorham's Cave Complex,36.12266944,-5.342061111,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Jodrell Bank Observatory,53.23391667,-2.303861111,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The Slate Landscape of Northwest Wales,53.12083333,-4.115,Cultural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
The Flow Country,58.39916667,-4.046111111,Natural,United Kingdom of Great Britain and Northern Ireland,Europe and North America
Ngorongoro Conservation Area,-3.18722,35.54083,Mixed,United Republic of Tanzania,Africa
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,-8.95778,39.52278,Cultural,United Republic of Tanzania,Africa
Serengeti National Park,-2.33333,34.56667,Natural,United Republic of Tanzania,Africa
Stone Town of Zanzibar,-6.16306,39.18917,Cultural,United Republic of Tanzania,Africa
Selous Game Reserve,-9.0,37.4,Natural,United Republic of Tanzania,Africa
Kilimanjaro National Park,-3.06667,37.36667,Natural,United Republic of Tanzania,Africa
Kondoa Rock-Art Sites,-4.724444444,35.83388889,Cultural,United Republic of Tanzania,Africa
Mesa Verde National Park,37.26166667,-108.4855556,Cultural,United States of America,Europe and North America
Yellowstone National Park,44.46056,-110.82778,Natural,United States of America,Europe and North America
Grand Canyon National Park,36.10083333,-112.0905556,Natural,United States of America,Europe and North America
Everglades National Park,25.55444444,-80.99638889,Natural,United States of America,Europe and North America
Independence Hall,39.94861111,-75.15,Cultural,United States of America,Europe and North America
Redwood National and State Parks,41.37388889,-123.9980556,Natural,United States of America,Europe and North America
Mammoth Cave National Park,37.18722222,-86.10305556,Natural,United States of America,Europe and North America
Olympic National Park,47.74833333,-123.4488889,Natural,United States of America,Europe and North America
Cahokia Mounds State Historic Site,38.65861111,-90.06138889,Cultural,United States of America,Europe and North America
Great Smoky Mountains National Park,35.59305556,-83.43555556,Natural,United States of America,Europe and North America
La Fortaleza and San Juan National Historic Site in Puerto Rico,18.46666667,-66.125,Cultural,United States of America,Europe and North America
Statue of Liberty,40.68944444,-74.04472222,Cultural,United States of America,Europe and North America
Yosemite National Park,37.74611111,-119.5966667,Natural,United States of America,Europe and North America
Chaco Culture,36.06377778,-107.9708333,Cultural,United States of America,Europe and North America
Hawaii Volcanoes National Park,19.40083333,-155.1236111,Natural,United States of America,Europe and North America
Monticello and the University of Virginia in Charlottesville,38.03277778,-78.50388889,Cultural,United States of America,Europe and North America
Taos Pueblo,36.438,-105.546,Cultural,United States of America,Europe and North America
Carlsbad Caverns National Park,32.16666667,-104.3833333,Natural,United States of America,Europe and North America
Papahānaumokuākea,25.34907,-170.14582,Mixed,United States of America,Europe and North America
Monumental Earthworks of Poverty Point,32.63694444,-91.40638889,Cultural,United States of America,Europe and North America
San Antonio Missions,29.32805556,-98.46,Cultural,United States of America,Europe and North America
The 20th-Century Architecture of Frank Lloyd Wright,39.90557083,-79.46647556,Cultural,United States of America,Europe and North America
Hopewell Ceremonial Earthworks,40.05365833,-82.44606111,Cultural,United States of America,Europe and North America
Historic Quarter of the City of Colonia del Sacramento,-34.47119,-57.849898,Cultural,Uruguay,Latin America and the Caribbean
Fray Bentos Industrial Landscape,-33.11777778,-58.33166667,Cultural,Uruguay,Latin America and the Caribbean
The work of engineer Eladio Dieste: Church of Atlántida,-34.74391944,-55.76640833,Cultural,Uruguay,Latin America and the Caribbean
Itchan Kala,41.378088,60.360253,Cultural,Uzbekistan,Asia and the Pacific
Historic Centre of Bukhara,39.77472,64.42861,Cultural,Uzbekistan,Asia and the Pacific
Samarkand – Crossroad of Cultures,39.66861,67.0,Cultural,Uzbekistan,Asia and the Pacific
Historic Centre of Shakhrisyabz,39.05,66.83333,Cultural,Uzbekistan,Asia and the Pacific
Chief Roi Mata’s Domain,-17.62806944,168.1777194,Cultural,Vanuatu,Asia and the Pacific
Coro and its Port,11.409794,-69.679228,Cultural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean
